anchor,positive,negative
embeddings_train_data\footwear\anchor\97a6638a4948bb7d64ffd604f608a46f.jpg,embeddings_train_data\footwear\positive\b9160ab242028bde556ee411299919ad.jpg,embeddings_train_data\footwear\positive\d5a5f9fcdada9ef3b8d1653304c7be40.jpg
embeddings_train_data\footwear\anchor\a14dfa41c56510417c5e69fd9994b34e.jpg,embeddings_train_data\footwear\positive\84cc292e65bc23c67b8eef928578b82b.jpg,embeddings_train_data\footwear\positive\ee3b01ec21d0254e65bfe781022fdc67.jpg
embeddings_train_data\footwear\anchor\be549f5564f6796b602f5b5c83c07d58.jpg,embeddings_train_data\footwear\positive\3ad752185f2fcdbace63f8b8d6abaa60.jpg,embeddings_train_data\footwear\positive\5c5ad15fff49cf802c3c097c7528ccc6.jpg
embeddings_train_data\footwear\anchor\51e9393f30f014c39d164c91704626e1.jpg,embeddings_train_data\footwear\positive\ba49a1341f2b8a1f83fd734ba2b15d7d.jpg,embeddings_train_data\footwear\positive\b8a55925f521c12a2c54041c91e30aaf.jpg
embeddings_train_data\footwear\anchor\ecc23b36e317d7c3084881ea42f0a02b.jpg,embeddings_train_data\footwear\positive\f5790c161e6d82a9df17bdf4841e010f.jpg,embeddings_train_data\footwear\positive\3dbe3f8f7bc36bbdb5fdb66912b4a25c.jpg
embeddings_train_data\footwear\anchor\491990e2e881bfab7051daa0b4e92873.jpg,embeddings_train_data\footwear\positive\832188149a9d883ee95c4a2e26e5d57d.jpg,embeddings_train_data\footwear\positive\f5ecd5d0b373bd096020a94375a67fb3.jpg
embeddings_train_data\footwear\anchor\ba3c3038f2f8e461fc6af403eab59423.jpg,embeddings_train_data\footwear\positive\f7ebedf7cbb51f3c302c4ad48b9bfe62.jpg,embeddings_train_data\footwear\positive\89d1e983fd46e6639c70693b48a9f02a.jpg
embeddings_train_data\footwear\anchor\bba21e1f6a275d13bb0ab59744f4b519.jpg,embeddings_train_data\footwear\positive\6ac0ac2b5a310013e835b0e1d8a56816.jpg,embeddings_train_data\footwear\positive\d26e02da0ff4c9ee3da47ad19a2d2b19.jpg
embeddings_train_data\footwear\anchor\e8a01f5086770a6bda23f004592a5708.jpg,embeddings_train_data\footwear\positive\81f662e5c2a7ec08b54ff57d7c131e9e.jpg,embeddings_train_data\footwear\positive\aa9f210350f13195a0cb312fa002d4a3.jpg
embeddings_train_data\footwear\anchor\ed62718316841afb58de8afec9dc6696.jpg,embeddings_train_data\footwear\positive\ad34fe6245e33af866f3a6a3a3ecf82f.jpg,embeddings_train_data\footwear\positive\16d67bf96fa2a1c0f2a8b5d97fb1caa7.jpg
embeddings_train_data\footwear\anchor\9e535f89166e3145694ebb586a22b0cf.jpg,embeddings_train_data\footwear\positive\6567c9548f6562521ad5ce21f98c4864.jpg,embeddings_train_data\footwear\positive\86be2d9e17c614ac2c91eb7a440c02df.jpg
embeddings_train_data\footwear\anchor\c4213d0af3ad1cbf755ed9e78bb3eb2d.jpg,embeddings_train_data\footwear\positive\81d73dca81492585ec6fd20ef26af43d.jpg,embeddings_train_data\footwear\positive\c375a36d2c0d860ea1754a35fe5f730a.jpg
embeddings_train_data\footwear\anchor\b3adacdd4bdbae6cb0680655fed316b8.jpg,embeddings_train_data\footwear\positive\1351b27fbeba65de0d4d420569b2a94f.jpg,embeddings_train_data\footwear\positive\c69f5bb09fbfe99b8b028fcc54aa9057.jpg
embeddings_train_data\footwear\anchor\f6fa9c359df12762a0f3422def77964f.jpg,embeddings_train_data\footwear\positive\912d76a6b6a61c72eda30204e9386a17.jpg,embeddings_train_data\footwear\positive\79db0bd87ea1e35199d03be0343f0851.jpg
embeddings_train_data\footwear\anchor\c239ff01ef48e35e12b41ef7bdc53acc.jpg,embeddings_train_data\footwear\positive\eadde9ef3c5bbf462e205b2e4de6ac66.jpg,embeddings_train_data\footwear\positive\160f72f24051749b04ff42f598c677ab.jpg
embeddings_train_data\footwear\anchor\a98b0e7e0f5ee3c887a1bd11318c7ec6.jpg,embeddings_train_data\footwear\positive\a9603433ea6eeaf96477e3be62ddfd7a.jpg,embeddings_train_data\footwear\positive\87ea0da97c322e2ce1426301a1e108de.jpg
embeddings_train_data\footwear\anchor\991f0efae9dde8f00d0c5cc46ec90408.jpg,embeddings_train_data\footwear\positive\50464dc318eb5033d876dfb425a4566b.jpg,embeddings_train_data\footwear\positive\c0f202450c92bd7d88323c533a21780f.jpg
embeddings_train_data\footwear\anchor\3645c77ee5fb3d35195ee0a1814585e7.jpg,embeddings_train_data\footwear\positive\4455b5d7cdeaabbdcd4744ec505c0b03.jpg,embeddings_train_data\footwear\positive\c03eee2f696642996498bdf76e8c0c02.jpg
embeddings_train_data\footwear\anchor\8cfefcdd7d7c66f0edd28476a3af06e4.jpg,embeddings_train_data\footwear\positive\8abd2ab2312138673d1805508c8e64d6.jpg,embeddings_train_data\footwear\positive\ae6ab38f03fe0e9edc369bad909371eb.jpg
embeddings_train_data\footwear\anchor\7ff253d3cb0ea118d604b995fe01edbf.jpg,embeddings_train_data\footwear\positive\a219fe099a40232b4489c68eed0ede70.jpg,embeddings_train_data\footwear\positive\95f231c2c9d17aac0dc45dab69dcf3a4.jpg
embeddings_train_data\footwear\anchor\f951f4c0d3d188331279bc09f79d2721.jpg,embeddings_train_data\footwear\positive\503b9a8570e5cefbcda0242afd5a3c0d.jpg,embeddings_train_data\footwear\positive\a8a5262e86470e9ede6e30164b5f4a0b.jpg
embeddings_train_data\footwear\anchor\7285998b93177269cd27b87ff7c45e0a.jpg,embeddings_train_data\footwear\positive\7327a262e4f7435e157e2ce82131d013.jpg,embeddings_train_data\footwear\positive\e0e3facac24570c0c38ad26253817a2d.jpg
embeddings_train_data\footwear\anchor\ee739d0cb8a617e2f33e0faa5d43da88.jpg,embeddings_train_data\footwear\positive\0b063cc43aab156cec7689972da43439.jpg,embeddings_train_data\footwear\positive\8dcaabf7c09ec1080e4c97c05b2aad50.jpg
embeddings_train_data\footwear\anchor\8c2f240ac2e232705ab8cc9cb6e30813.jpg,embeddings_train_data\footwear\positive\c165bbbdbc2708723ad70c1eca4b4c14.jpg,embeddings_train_data\footwear\positive\a092f85ea7b320a6844308a77fec04e6.jpg
embeddings_train_data\footwear\anchor\5de452fdf5088b319214dc98088627ea.jpg,embeddings_train_data\footwear\positive\26de5789a12a48c466232235ffddc85e.jpg,embeddings_train_data\footwear\positive\8d77c484baf269ca55310c5a54f23fec.jpg
embeddings_train_data\footwear\anchor\04220d6528aa21d7ef6c62631c990cc6.jpg,embeddings_train_data\footwear\positive\72b5202ab5aa419171d14bbdaebaaa32.jpg,embeddings_train_data\footwear\positive\b1ac99f0f93c24800c9f9aaa4c5df8a4.jpg
embeddings_train_data\footwear\anchor\abaa0751e6fcd1d1090e9ec7c0438be9.jpg,embeddings_train_data\footwear\positive\e0e3facac24570c0c38ad26253817a2d.jpg,embeddings_train_data\footwear\positive\3359310398a1b233c4fff9940931bf55.jpg
embeddings_train_data\footwear\anchor\f1680c6862aeb3be36b4a7617b99e53c.jpg,embeddings_train_data\footwear\positive\5f140bca684b602f295c58c7feedcb3c.jpg,embeddings_train_data\footwear\positive\3cd9eeeedfcaa1a54e7324c443b09451.jpg
embeddings_train_data\footwear\anchor\7f862a7d3b0ee6ac156f6e88d5bfdb25.jpg,embeddings_train_data\footwear\positive\8ffc1dffc8e7143879bde8e8d7f7d30f.jpg,embeddings_train_data\footwear\positive\684381bdb7645a3847ec260f218e5544.jpg
embeddings_train_data\footwear\anchor\968e36f48cdb42b99b09bbea3e4c2695.jpg,embeddings_train_data\footwear\positive\1619017a2d5eaa44a8a717762d249ac0.jpg,embeddings_train_data\footwear\positive\09c0ecd5ba3d57296e6061b2e6fa37ba.jpg
embeddings_train_data\footwear\anchor\23730fa21c56c508fd72129683fc382e.jpg,embeddings_train_data\footwear\positive\aab84a6c13501aa762c802b080624d11.jpg,embeddings_train_data\footwear\positive\527466d04b05b29cb00bd88f268f6224.jpg
embeddings_train_data\footwear\anchor\22449d18c0e0ad4dea23f1f0a470aae7.jpg,embeddings_train_data\footwear\positive\47b5f58252ba6773d679b337baef8676.jpg,embeddings_train_data\footwear\positive\32af2f074e96c5e8c0fd523f0565c26e.jpg
embeddings_train_data\footwear\anchor\36976117127efd720559c667b812ce1f.jpg,embeddings_train_data\footwear\positive\e020cdbf0e82e096b0882af0c4e2d2f7.jpg,embeddings_train_data\footwear\positive\42b05f49451a05301d97d1b3f2206f64.jpg
embeddings_train_data\footwear\anchor\af223d54d4bc43b6d1544da3bbac0bf0.jpg,embeddings_train_data\footwear\positive\d521d60970c6381ad0a38963efc19f5d.jpg,embeddings_train_data\footwear\positive\5591271db1f45ccca18caa26c74662ef.jpg
embeddings_train_data\footwear\anchor\ea983adfe2ec2d980a117ccf7696cab1.jpg,embeddings_train_data\footwear\positive\2d88fd5600e9ee9afbd628561dcad5ea.jpg,embeddings_train_data\footwear\positive\1ea4fd200bf5993e43dd83842261cc5a.jpg
embeddings_train_data\footwear\anchor\8a84bfd4dc3a1977e1ab63c053930a45.jpg,embeddings_train_data\footwear\positive\0661addbd6c815f3df2ef7ae884942b4.jpg,embeddings_train_data\footwear\positive\5f3cc01dbbd2ac09d203f5a6b777e06d.jpg
embeddings_train_data\footwear\anchor\5c2cc2b784d2d1cc3722348e63015409.jpg,embeddings_train_data\footwear\positive\ab7c679c44d88388516512d8942b9b40.jpg,embeddings_train_data\footwear\positive\d8a0b2c3d23a20c5b16f1b3ed624ad59.jpg
embeddings_train_data\footwear\anchor\1f1f5f3958180063897aa7f17150449f.jpg,embeddings_train_data\footwear\positive\f3dcce07e1ded342b95fc16bf3a7282a.jpg,embeddings_train_data\footwear\positive\77737c0df3aaa826ee8aea03bea1670f.jpg
embeddings_train_data\footwear\anchor\1cf577fda8f9ae4acf4057e8fea239a4.jpg,embeddings_train_data\footwear\positive\0e65e467bdb3c1d1934b3f40e5d3661f.jpg,embeddings_train_data\footwear\positive\b2f82069dbde3855225378f32a9738b1.jpg
embeddings_train_data\footwear\anchor\e347a941ee9caea10ca865e7ce7c4ecc.jpg,embeddings_train_data\footwear\positive\a5de79ae826c733785c9a22eae18d618.jpg,embeddings_train_data\footwear\positive\0392308ace1b22031a51b8701b8f8530.jpg
embeddings_train_data\footwear\anchor\a3892a7847476d610c2ed4e32257b2ae.jpg,embeddings_train_data\footwear\positive\6028b2fbbd27579da5989a35ec6a5eb0.jpg,embeddings_train_data\footwear\positive\69a7602593b56e739c491fe3f6d3ce35.jpg
embeddings_train_data\footwear\anchor\bcf0505b04d7b753306fbcb06ee89a0c.jpg,embeddings_train_data\footwear\positive\0f5b9ead6e55444b8f4fe01ba03fe7ad.jpg,embeddings_train_data\footwear\positive\5e625037b00a52825bee35ceb8901361.jpg
embeddings_train_data\footwear\anchor\c19a808d005629c9bd2211dab07ce44f.jpg,embeddings_train_data\footwear\positive\d6385590f03d248cc681c843b4ccd1e9.jpg,embeddings_train_data\footwear\positive\c49c4a63fa42f88e9d43c4a8c71542e7.jpg
embeddings_train_data\footwear\anchor\cde363c768056f67314a58fbc92b0fd5.jpg,embeddings_train_data\footwear\positive\8fc3f438c47b7f63e43c54fbc1aaba5e.jpg,embeddings_train_data\footwear\positive\6fd54e2ec388795c930cafbefd42506f.jpg
embeddings_train_data\footwear\anchor\dc089fa3335a2c83d19d748fbfcac7fc.jpg,embeddings_train_data\footwear\positive\b6a53a5455bae244eea79db51fefa92e.jpg,embeddings_train_data\footwear\positive\3a88e1aa437b160659c9357cb8b46024.jpg
embeddings_train_data\footwear\anchor\3231d8ea55c15f36228863fb744d689b.jpg,embeddings_train_data\footwear\positive\f48b4e54b27d21e29f0c4fb5109524b7.jpg,embeddings_train_data\footwear\positive\b26374fb651b0eaa29700227fc7b09ea.jpg
embeddings_train_data\footwear\anchor\95a1d53cb3dabd01bcd55c55d04cb5df.jpg,embeddings_train_data\footwear\positive\7828097e34a7b72429ed6f95274d8198.jpg,embeddings_train_data\footwear\positive\d867a0e56bf469bd23669e8911bd617b.jpg
embeddings_train_data\footwear\anchor\5e7fdc9e378537fe5757033c48c04683.jpg,embeddings_train_data\footwear\positive\81f662e5c2a7ec08b54ff57d7c131e9e.jpg,embeddings_train_data\footwear\positive\93bbebc6d8937e584b318ea52b089cb1.jpg
embeddings_train_data\footwear\anchor\ff8badcb59749cdfadaa096f7f171700.jpg,embeddings_train_data\footwear\positive\44b004227272340965fa814350ec0032.jpg,embeddings_train_data\footwear\positive\e06f4659e8db42ee69184e08f3b242cc.jpg
embeddings_train_data\footwear\anchor\6d410aa2818e479abe0c4fd27eda4596.jpg,embeddings_train_data\footwear\positive\f61f63d9a34bbc8e55f1ea65f3e4c992.jpg,embeddings_train_data\footwear\positive\dbd32a75b5acd8e07de60e2521f5df85.jpg
embeddings_train_data\footwear\anchor\b78faee489dd3a9b801e4ab8298d1169.jpg,embeddings_train_data\footwear\positive\a4c692e7950cfeca3c9ba1d62a8f98f7.jpg,embeddings_train_data\footwear\positive\3bee3547ca03e27652e7a0ac613d185a.jpg
embeddings_train_data\footwear\anchor\7ff253d3cb0ea118d604b995fe01edbf.jpg,embeddings_train_data\footwear\positive\d3df6c6565046a3c067c36ed12db19bf.jpg,embeddings_train_data\footwear\positive\be424e274997fc5af187bf789a27ba5e.jpg
embeddings_train_data\footwear\anchor\f4d3a8a04800f6ce5f2a9c9d1d182208.jpg,embeddings_train_data\footwear\positive\e084a902aef0e27aaabfd3cb58203bc3.jpg,embeddings_train_data\footwear\positive\6ab27c5371878a0384c9646cbeb577bd.jpg
embeddings_train_data\footwear\anchor\be01baad205520b5d650d3e123aa1aae.jpg,embeddings_train_data\footwear\positive\fe69d53e2dc9e582545629c0e88f3849.jpg,embeddings_train_data\footwear\positive\da036670953437531c12b699174e521f.jpg
embeddings_train_data\footwear\anchor\2a1a8b267c77610feda72286c885f5da.jpg,embeddings_train_data\footwear\positive\6a62ea4609537a5747413be7fbbfc19e.jpg,embeddings_train_data\footwear\positive\b8da728abaf352471cf469bac05604d4.jpg
embeddings_train_data\footwear\anchor\7544e9fd650aa305d9fe3ae4565dc1c3.jpg,embeddings_train_data\footwear\positive\c91e72ccf70aa56e2bb6ee3a6418306c.jpg,embeddings_train_data\footwear\positive\4efa3d18eb70ce48da7aaa2047ef4549.jpg
embeddings_train_data\footwear\anchor\b80d56c864cfd46e19023c2ae360b535.jpg,embeddings_train_data\footwear\positive\1050dc62823eedccda970eaaf33c4774.jpg,embeddings_train_data\footwear\positive\b46ba3b59e0f2f7835eb712163efd86f.jpg
embeddings_train_data\footwear\anchor\b556ea15f3b63547d0e8fa9b2bcec0e5.jpg,embeddings_train_data\footwear\positive\2f84b0abae2007a8e879c435a36c9878.jpg,embeddings_train_data\footwear\positive\c51e12ec23b0d49cf4d8246378f0ab24.jpg
embeddings_train_data\footwear\anchor\0264168936caab4d836f5b625d4b91d0.jpg,embeddings_train_data\footwear\positive\a40aac43b05e0c4260350c8a42819afb.jpg,embeddings_train_data\footwear\positive\2b99659bc47cd41db2e7301f6b9780a7.jpg
embeddings_train_data\footwear\anchor\62fc6dbed5c2f8dd73b369b8d25cc54f.jpg,embeddings_train_data\footwear\positive\68753052da43f6b0826ecc5dc6801889.jpg,embeddings_train_data\footwear\positive\396f80288295ed976e22f34c5f90ac4d.jpg
embeddings_train_data\footwear\anchor\8f9290c36436054e8c7b11c36b4ce97d.jpg,embeddings_train_data\footwear\positive\5d4ae3c09359481c48fff017faeae7f7.jpg,embeddings_train_data\footwear\positive\268c7eb5f489b575f2154a525dffef1f.jpg
embeddings_train_data\footwear\anchor\225baa23aca2f4a4572565fc11898367.jpg,embeddings_train_data\footwear\positive\981b705589386d0365b732e393614d86.jpg,embeddings_train_data\footwear\positive\214f4cbd8c3177919ef50fae764653ec.jpg
embeddings_train_data\footwear\anchor\f57924c0021094cb80ff842305e1fc84.jpg,embeddings_train_data\footwear\positive\49763df70d3be253bab4f7e11c73640b.jpg,embeddings_train_data\footwear\positive\be424e274997fc5af187bf789a27ba5e.jpg
embeddings_train_data\footwear\anchor\5935c237587fd5d0cdbdd5ac54dd219b.jpg,embeddings_train_data\footwear\positive\52e41448ba27723fc692d4a259ad5152.jpg,embeddings_train_data\footwear\positive\86d99cd55d1b296beb76896f5953e9d7.jpg
embeddings_train_data\footwear\anchor\1f260b8b41b40d5ccdc1f8238e209947.jpg,embeddings_train_data\footwear\positive\af0b45562f12c0272dba68c52301e5f8.jpg,embeddings_train_data\footwear\positive\dba2b0705844ac391fda6f0c5204822d.jpg
embeddings_train_data\footwear\anchor\1c88d82aade44648d69f43be3806749d.jpg,embeddings_train_data\footwear\positive\beaf99bd8816438d335a9a2765bcbca9.jpg,embeddings_train_data\footwear\positive\354754be2c7445ad6e6bf7d7f323582d.jpg
embeddings_train_data\footwear\anchor\b1f84fb99a513696452103f6409b1d95.jpg,embeddings_train_data\footwear\positive\e4d95e56c96d4382d455881d3bfee90d.jpg,embeddings_train_data\footwear\positive\89d836f98b5ea30c9e820b273e018471.jpg
embeddings_train_data\footwear\anchor\3f859218d2f068cfd1c9ffd1f44ebece.jpg,embeddings_train_data\footwear\positive\7eb435fcdee652715770f3696604789c.jpg,embeddings_train_data\footwear\positive\0b3c7094fc32139b3fe2bc371cc55d9a.jpg
embeddings_train_data\footwear\anchor\3809fe983727fad741032f49d4b64e5c.jpg,embeddings_train_data\footwear\positive\133f5b25e71179bc44893292ecbc0db5.jpg,embeddings_train_data\footwear\positive\56bc135c0a8814ff5f3826c70d485e76.jpg
embeddings_train_data\footwear\anchor\d8b960dd85e6856e433693813c7e4cec.jpg,embeddings_train_data\footwear\positive\09b495dbf911c6bbb39cf6377bdcb64e.jpg,embeddings_train_data\footwear\positive\1f31ed994041a12fa68bc6c6e077511f.jpg
embeddings_train_data\footwear\anchor\2bd1eec95e9cdf12c2749b63e589d01a.jpg,embeddings_train_data\footwear\positive\d0a08a589cc1a693cd71defbc4b4b868.jpg,embeddings_train_data\footwear\positive\4817839fee4c7a4cc80be01d71602c27.jpg
embeddings_train_data\footwear\anchor\ee63077dfab8a370a81116a8a615c963.jpg,embeddings_train_data\footwear\positive\a903e5ba4c82a8b2986c36690966ae48.jpg,embeddings_train_data\footwear\positive\f2d88d4fe3c2f3d0ac99362318bd94ad.jpg
embeddings_train_data\footwear\anchor\26d1a12747edb0b97635b205bc0b1a6a.jpg,embeddings_train_data\footwear\positive\6036b5b45fa7eaac9a46ff32c031a4e2.jpg,embeddings_train_data\footwear\positive\a2b553f316f493a9108a17668454bf62.jpg
embeddings_train_data\footwear\anchor\f8bdc9559c42d010ce5d0687ba141759.jpg,embeddings_train_data\footwear\positive\0a4414528a9230f292482d02973343f6.jpg,embeddings_train_data\footwear\positive\1a243a2fd1ba582850b07fec4c8cfc6d.jpg
embeddings_train_data\footwear\anchor\2d2a5c21247d82810a55eb3690e7a248.jpg,embeddings_train_data\footwear\positive\ed78c9c6e8226a41f2d0d8d85154c1fe.jpg,embeddings_train_data\footwear\positive\e7fac6524dcc69c51aedc2bf5134ef66.jpg
embeddings_train_data\footwear\anchor\6dcc085f41e183aec1296613c647c2c9.jpg,embeddings_train_data\footwear\positive\5bea29ef972a2df96110ed6170e0992a.jpg,embeddings_train_data\footwear\positive\9cc916089e89e5683bd72362bd9edc1a.jpg
embeddings_train_data\footwear\anchor\f1a863b2af49c27aef3d238569c13a0a.jpg,embeddings_train_data\footwear\positive\1619017a2d5eaa44a8a717762d249ac0.jpg,embeddings_train_data\footwear\positive\c354e7e266eead2b9c566f5954914931.jpg
embeddings_train_data\footwear\anchor\828ec4ec30bd4c66e63bd2d705022d95.jpg,embeddings_train_data\footwear\positive\2d51ed3b7e76e71c70b3bd09d5bb2694.jpg,embeddings_train_data\footwear\positive\b420427f7128196cb8d71811cb51794d.jpg
embeddings_train_data\footwear\anchor\33a69272a3c2c287f8f7a236022ab65b.jpg,embeddings_train_data\footwear\positive\6c11c2fbf5ea0693d524eaf43c867f07.jpg,embeddings_train_data\footwear\positive\ed189602311d3684c923487b25a1eabe.jpg
embeddings_train_data\footwear\anchor\6120129f6cc4434b2373c6899c3079da.jpg,embeddings_train_data\footwear\positive\154dffa5ca900bc5baeb00d35695452f.jpg,embeddings_train_data\footwear\positive\08f01d1ac956df13f828fde328e970b9.jpg
embeddings_train_data\footwear\anchor\2a2498ae76eef8b436205a85b4d833d0.jpg,embeddings_train_data\footwear\positive\12e33cac300b5fe2d256002dfbea717c.jpg,embeddings_train_data\footwear\positive\e1d57aac8e4f1763f133ad045eb19826.jpg
embeddings_train_data\footwear\anchor\975ddb596379d1a0fa3a93ea00c0ece6.jpg,embeddings_train_data\footwear\positive\85735dd69b20711e7ef126ae58b0fa5d.jpg,embeddings_train_data\footwear\positive\5591271db1f45ccca18caa26c74662ef.jpg
embeddings_train_data\footwear\anchor\bfc7474e5957f5ceb7595a65523b58b6.jpg,embeddings_train_data\footwear\positive\fe13e4a635b3a261e20f8fb7bb421846.jpg,embeddings_train_data\footwear\positive\2c4ad5f701f0c36488e6dfd3c06e3d44.jpg
embeddings_train_data\footwear\anchor\36976117127efd720559c667b812ce1f.jpg,embeddings_train_data\footwear\positive\d2658dde3750fb22945caf3b5f850f43.jpg,embeddings_train_data\footwear\positive\9324b28a8316718f1097b75157dad9c6.jpg
embeddings_train_data\footwear\anchor\d7751d066766e140a3ba4b11d935eb57.jpg,embeddings_train_data\footwear\positive\c909f12ed0cfcb98dd51753d83675846.jpg,embeddings_train_data\footwear\positive\737422458eda170786d28bcf2ed41472.jpg
embeddings_train_data\footwear\anchor\06b3a0eca14d75450c2e2417ac91ae52.jpg,embeddings_train_data\footwear\positive\b9dae6083c574958688e491c80e68a3e.jpg,embeddings_train_data\footwear\positive\5eedb385e49c40e75ca46444e6ea257a.jpg
embeddings_train_data\footwear\anchor\5722a815eea7998f2184dc39ab10f6d6.jpg,embeddings_train_data\footwear\positive\8e8ae7c03d9648fc9c86286adea22d00.jpg,embeddings_train_data\footwear\positive\451d8e72840c7a233ca6f153cc61de7b.jpg
embeddings_train_data\footwear\anchor\7f1b6c5693a3d3bd8980294ff8c15920.jpg,embeddings_train_data\footwear\positive\84d3e0f9aaa1cec7acaba35d6ad47aa1.jpg,embeddings_train_data\footwear\positive\5e3bb8eb2f06a6a1d9e850380fb123ee.jpg
embeddings_train_data\footwear\anchor\7ff253d3cb0ea118d604b995fe01edbf.jpg,embeddings_train_data\footwear\positive\7e2f29fabeeb27efea67b2815048a50e.jpg,embeddings_train_data\footwear\positive\778776982d436c6a771d37cfd39c6cbe.jpg
embeddings_train_data\footwear\anchor\63f60a972859daa3d3040056be2d60ac.jpg,embeddings_train_data\footwear\positive\f767bfefe6c2c2587440b81765e984f3.jpg,embeddings_train_data\footwear\positive\0b360f4bad664376a147eea10208c103.jpg
embeddings_train_data\footwear\anchor\c4527e71b98ad2d34cc2a0951fe94672.jpg,embeddings_train_data\footwear\positive\81f11351cd5bc9d8d9c1c952cbc054bf.jpg,embeddings_train_data\footwear\positive\f48c55bf2c5bcbd4b33c416e8f5b895f.jpg
embeddings_train_data\footwear\anchor\365af50d857c3a51fc768c9dba7a1d80.jpg,embeddings_train_data\footwear\positive\ca2627d82a7c1681c2dd3eb942f7e444.jpg,embeddings_train_data\footwear\positive\808454efea0112eed8878eb223ecb12a.jpg
embeddings_train_data\footwear\anchor\7544e9fd650aa305d9fe3ae4565dc1c3.jpg,embeddings_train_data\footwear\positive\12613c714b57274cf6818b4767ecf75e.jpg,embeddings_train_data\footwear\positive\54c93020c6d7fbd17e37501f527361bf.jpg
embeddings_train_data\footwear\anchor\c46c5815f8246301e86c5e7ed405a1b9.jpg,embeddings_train_data\footwear\positive\6025866e77ea5ee8a4e54c2654b205da.jpg,embeddings_train_data\footwear\positive\43397666adf1c42a09ee4a8035508af9.jpg
embeddings_train_data\footwear\anchor\5f457019e64487688b601b530ca0769b.jpg,embeddings_train_data\footwear\positive\78c9956cf0350be194a3ce42c481da4b.jpg,embeddings_train_data\footwear\positive\5f51c425479a0d82e7ffedf55cbff31d.jpg
embeddings_train_data\footwear\anchor\b0a7e75a5d6eaa9b86dc871196e3384c.jpg,embeddings_train_data\footwear\positive\b0108f87f3a92e08a33aff0e3f5278ee.jpg,embeddings_train_data\footwear\positive\f766709ae08688cefec84c8aaa2fd24a.jpg
embeddings_train_data\footwear\anchor\df7f8c9a908fec6f42c99d77fdab5c99.jpg,embeddings_train_data\footwear\positive\17662116e4e71bdd7e80db3263872b4d.jpg,embeddings_train_data\footwear\positive\290cfdd5f4dbfc83f92a1a03f5de14a0.jpg
embeddings_train_data\footwear\anchor\e0fc0f13bab8a73c44d57bb98a3b6ba7.jpg,embeddings_train_data\footwear\positive\b02163bfb6d67fb91f2f43ccc188971a.jpg,embeddings_train_data\footwear\positive\b9d6bab0c13efbeaab1f6a9186d36b60.jpg
embeddings_train_data\footwear\anchor\b9bd2a70d0ba686e3fe482948e4c8df5.jpg,embeddings_train_data\footwear\positive\15288d4978f7b6242131493183238d29.jpg,embeddings_train_data\footwear\positive\1351b27fbeba65de0d4d420569b2a94f.jpg
embeddings_train_data\footwear\anchor\3f918f56f2d992f71cabdadcfe8b3d99.jpg,embeddings_train_data\footwear\positive\4f8bb0a52a351f0df6540a6f6e557d8d.jpg,embeddings_train_data\footwear\positive\65882239d8ad07323e865b371e68628a.jpg
embeddings_train_data\footwear\anchor\bbf99a355f5d21b5ab4577fcd431741e.jpg,embeddings_train_data\footwear\positive\7583ac9934f4e6d0c603d7bd331a3446.jpg,embeddings_train_data\footwear\positive\166c8f20e249a97f67ca30e71badef7b.jpg
embeddings_train_data\footwear\anchor\87be59e7dfe4dd8db71491db8398039b.jpg,embeddings_train_data\footwear\positive\fdb1ad3270dd56ebee5a1cc663634655.jpg,embeddings_train_data\footwear\positive\2739be7344936ec51325f8b892e05f98.jpg
embeddings_train_data\footwear\anchor\17b42562816ed74d31425729c925e8b9.jpg,embeddings_train_data\footwear\positive\ee1f8ae058ba289ae5cc5e3ee2696b69.jpg,embeddings_train_data\footwear\positive\0e35bd57fcacb60883e840b35391bcc3.jpg
embeddings_train_data\footwear\anchor\10c91dfebb5458559ec0705aea906403.jpg,embeddings_train_data\footwear\positive\5bf81688f3c0219a660f0ecf36b0147f.jpg,embeddings_train_data\footwear\positive\2787ce803e4be064fdcf377d98c1f593.jpg
embeddings_train_data\footwear\anchor\410d17255eec1f2390a20846d53f8969.jpg,embeddings_train_data\footwear\positive\1cdd2c924a7e06a0cf5002571e05202b.jpg,embeddings_train_data\footwear\positive\d425611cbdf82dbe105dc8ec411bf9c7.jpg
embeddings_train_data\footwear\anchor\ae7924a4f43b34017d621ace4a2fb624.jpg,embeddings_train_data\footwear\positive\15272a09d8f8c8824428be5f72395e4b.jpg,embeddings_train_data\footwear\positive\8515e1d1ee9951ab97b4d8cd56440caa.jpg
embeddings_train_data\footwear\anchor\b078028ccc2ff278bb13702723f66781.jpg,embeddings_train_data\footwear\positive\3c67a160536241dcbbce38475f3065fe.jpg,embeddings_train_data\footwear\positive\7db70fd4096957bcf8c54b217aded9e8.jpg
embeddings_train_data\footwear\anchor\54efaaa7ac12b09a2350b839a7f3cfd1.jpg,embeddings_train_data\footwear\positive\56e2bae8fc41777d02ff4e5e557c0e08.jpg,embeddings_train_data\footwear\positive\58dec2ed1e00ab78b49abf74098690eb.jpg
embeddings_train_data\footwear\anchor\d23b7561d958c065b85bdaf989da7de4.jpg,embeddings_train_data\footwear\positive\c30fd456d7b34055f62a9227d7a7a21a.jpg,embeddings_train_data\footwear\positive\082d4b27d2cf0f9332981b393e73b2f3.jpg
