anchor,positive,negative
embeddings_train_data\bottomwear\anchor\e6fc594b06c3f19efc98a8213b13878b.jpg,embeddings_train_data\bottomwear\positive\b3c4d5f0531dad673bbc4c16070460b5.jpg,embeddings_train_data\bottomwear\positive\aba24ac27447fdbd9f6e9235e50f8449.jpg
embeddings_train_data\bottomwear\anchor\1e374e277c8fc00c3eec48364ea1a46a.jpg,embeddings_train_data\bottomwear\positive\a4d3202b25af70d70f33439b5c2ddee2.jpg,embeddings_train_data\bottomwear\positive\6880782a9a7f21892a31c0d68d6f32d1.jpg
embeddings_train_data\bottomwear\anchor\cc521d0e61fc3597a19bc6b181877a68.jpg,embeddings_train_data\bottomwear\positive\1576bb8f6171215542e02509d2185eda.jpg,embeddings_train_data\bottomwear\positive\9f69d131e735f88b946efb55444caa37.jpg
embeddings_train_data\bottomwear\anchor\a9b76a46a6e19463396ce089255473b5.jpg,embeddings_train_data\bottomwear\positive\ec983cd26c4edf569da12b03b019842e.jpg,embeddings_train_data\bottomwear\positive\701f9ee51a13d9ec5fac3630008069a4.jpg
embeddings_train_data\bottomwear\anchor\b8cbc7949b9d057a43a0228c7889e49f.jpg,embeddings_train_data\bottomwear\positive\6bd6f64cbe56e01cf58fb124bc0b0233.jpg,embeddings_train_data\bottomwear\positive\f4fa29e9245f6d882db3fc52982a1b2c.jpg
embeddings_train_data\bottomwear\anchor\c536cd62beb044436e58ca6c999884c1.jpg,embeddings_train_data\bottomwear\positive\171b41c8ab9017600a09d1302e2afa03.jpg,embeddings_train_data\bottomwear\positive\5d0b91fb353f055a92a8a9817b7d2830.jpg
embeddings_train_data\bottomwear\anchor\5461fd951dbc5b942ea1b7fc78c547c1.jpg,embeddings_train_data\bottomwear\positive\26839dfc66af3dffaf0c924affbc15ab.jpg,embeddings_train_data\bottomwear\positive\747aea7f523a693b14b2e7220d39a90e.jpg
embeddings_train_data\bottomwear\anchor\c44a01e45c079e4add86c5b140eedf28.jpg,embeddings_train_data\bottomwear\positive\760324e5e8084b70700051e03d997fc2.jpg,embeddings_train_data\bottomwear\positive\b69e7fd5c674f2c57d983852f4cd8c2e.jpg
embeddings_train_data\bottomwear\anchor\a52e4ef9f20850fdca554e8f671604bd.jpg,embeddings_train_data\bottomwear\positive\4c59788cd387e423aee920854970b3b9.jpg,embeddings_train_data\bottomwear\positive\36e0010af7c0e759d47a9d13a6accc5a.jpg
embeddings_train_data\bottomwear\anchor\02c10d111c96a41a93bd2ae8341d0f88.jpg,embeddings_train_data\bottomwear\positive\828e7efbecc76098926f120bc200e239.jpg,embeddings_train_data\bottomwear\positive\53c2d6ddb3602896175724c2adc9d846.jpg
embeddings_train_data\bottomwear\anchor\49d65ba8f703efbf04c2674ce652f56d.jpg,embeddings_train_data\bottomwear\positive\c6bc1546e27d0bbf68de0f6f64ea2bf8.jpg,embeddings_train_data\bottomwear\positive\cc35531ce6ca96a6e5f2e1dabd40c99b.jpg
embeddings_train_data\bottomwear\anchor\c1348956b14535a2fadecc7aba5e6802.jpg,embeddings_train_data\bottomwear\positive\ef6c4b83a5b181b3e24ca25a793bcdb5.jpg,embeddings_train_data\bottomwear\positive\6bfd5299e4251f584bf555a4910ec69e.jpg
embeddings_train_data\bottomwear\anchor\f197503952786ccdd1f64a780ad98773.jpg,embeddings_train_data\bottomwear\positive\261511237451559c54857d244afa1a32.jpg,embeddings_train_data\bottomwear\positive\9595057936b26762013a080c20fbcb99.jpg
embeddings_train_data\bottomwear\anchor\3031fc433c92e907081e9c7f02c5a561.jpg,embeddings_train_data\bottomwear\positive\62b6fa80c99274faa986d83a6ea5febb.jpg,embeddings_train_data\bottomwear\positive\cfcf34271fa6c69b48955b4bd35a7018.jpg
embeddings_train_data\bottomwear\anchor\cc7fc77118c085d57509d79c6d472aaf.jpg,embeddings_train_data\bottomwear\positive\ea4ff1c7ab9c81886734adf12094981e.jpg,embeddings_train_data\bottomwear\positive\f93c20f0bbb02abb810c154fc404a113.jpg
embeddings_train_data\bottomwear\anchor\c0ce4edb0331ad937626c31c9e4208f7.jpg,embeddings_train_data\bottomwear\positive\7c09e8d215dbcf935fce1a4125eb11d1.jpg,embeddings_train_data\bottomwear\positive\5649b8d41268c027737bf0290ce3e273.jpg
embeddings_train_data\bottomwear\anchor\a3c9becf0324f95215dfb16235b2ae21.jpg,embeddings_train_data\bottomwear\positive\1e88a019f4a8809a3034e631fadbfcf0.jpg,embeddings_train_data\bottomwear\positive\85ab73d25b2d00519d1e44253c6b0e2b.jpg
embeddings_train_data\bottomwear\anchor\10cfdde4520db4f8d3582ce0bbb15f7c.jpg,embeddings_train_data\bottomwear\positive\639dd2e96b1a33bdbc2ea9822a025223.jpg,embeddings_train_data\bottomwear\positive\aa6780a19882f9e8a716942773fbc4d0.jpg
embeddings_train_data\bottomwear\anchor\ed76b25c93379819b8eea28df02fdd90.jpg,embeddings_train_data\bottomwear\positive\7576b1c9ae403728038a5ffa4d09b2fa.jpg,embeddings_train_data\bottomwear\positive\b12ff809884f9debd15c6f60be796fd1.jpg
embeddings_train_data\bottomwear\anchor\8a00aae68b1635a0681129130fbb17ae.jpg,embeddings_train_data\bottomwear\positive\fa038e8712fcd88545fb358898547f0c.jpg,embeddings_train_data\bottomwear\positive\e680c8cecb511fb61e0215ac2a77b1a2.jpg
embeddings_train_data\bottomwear\anchor\a006572daceba022f33dbcf4c1ace600.jpg,embeddings_train_data\bottomwear\positive\992a77b7144b4f0f3503912d15f8e241.jpg,embeddings_train_data\bottomwear\positive\eb5ac4068525e9aeab65074a1a4fedb1.jpg
embeddings_train_data\bottomwear\anchor\5cd157f4fb2a511ec96fcbd6665c8396.jpg,embeddings_train_data\bottomwear\positive\98ad1f8eda03bf442aaf2addf1ad9d7b.jpg,embeddings_train_data\bottomwear\positive\177935138cce6d9042ca61a1bac3ece6.jpg
embeddings_train_data\bottomwear\anchor\f544c9bb71f9ec5e23074ee3476acb97.jpg,embeddings_train_data\bottomwear\positive\3819a7100655ab5e53f0013098febec2.jpg,embeddings_train_data\bottomwear\positive\5fe376489bfb047425dbbd4be86098ae.jpg
embeddings_train_data\bottomwear\anchor\607215e70bf44a0cfb688cbff07c75e7.jpg,embeddings_train_data\bottomwear\positive\fc96660e260e0a1c88404f1a41741b8e.jpg,embeddings_train_data\bottomwear\positive\d3b2c5d2d3c2356418869992e3e12fdf.jpg
embeddings_train_data\bottomwear\anchor\2ca389d6ecc962d3e5b5b7f484303a06.jpg,embeddings_train_data\bottomwear\positive\e28b60dd07eee9811aee612d6da0f11e.jpg,embeddings_train_data\bottomwear\positive\a752a5df708ced77ab52da88ff9e4cb4.jpg
embeddings_train_data\bottomwear\anchor\207e088677983febf14999716823106c.jpg,embeddings_train_data\bottomwear\positive\da96dc3095a760b5e7d3ee61c1b17389.jpg,embeddings_train_data\bottomwear\positive\3d591f9ac980a9df1eb1ccf62140b498.jpg
embeddings_train_data\bottomwear\anchor\658ac919b9cc2d0a6384c4db273ca1d3.jpg,embeddings_train_data\bottomwear\positive\3baaae973618273eac869f4abbcb5240.jpg,embeddings_train_data\bottomwear\positive\359d420fc8134a44dbc7be5a900d5828.jpg
embeddings_train_data\bottomwear\anchor\c1695eaa465eab5962b9c504f8d49c40.jpg,embeddings_train_data\bottomwear\positive\78d17de9c73763982251563aa59a181a.jpg,embeddings_train_data\bottomwear\positive\e5b8fd4f6d0c11ed1643d6cd7a79d08b.jpg
embeddings_train_data\bottomwear\anchor\263ef94b14d659f7d08d7e8b5c864a9e.jpg,embeddings_train_data\bottomwear\positive\ce21f4e742481caf61cd9afc6312533b.jpg,embeddings_train_data\bottomwear\positive\45166565754650bdca7fac12f47251fe.jpg
embeddings_train_data\bottomwear\anchor\32978715f700ddefbbedcae9eb97864b.jpg,embeddings_train_data\bottomwear\positive\8d39f502f73cecebfa011583bcfd75b8.jpg,embeddings_train_data\bottomwear\positive\56976b2238ac3d05223eabbdc4f4838b.jpg
embeddings_train_data\bottomwear\anchor\5602962d37976ef26ec0991e60214079.jpg,embeddings_train_data\bottomwear\positive\7911addfc30497dd8e80e2881317a5c4.jpg,embeddings_train_data\bottomwear\positive\deca311d0f1dad9ca932769490d539b4.jpg
embeddings_train_data\bottomwear\anchor\64ba4927d10f45cc544bc761c7e59f73.jpg,embeddings_train_data\bottomwear\positive\a4fe760493fe9ff45b7df602dea5a7d3.jpg,embeddings_train_data\bottomwear\positive\73d36dd4466cba1779d732b596fbf53d.jpg
embeddings_train_data\bottomwear\anchor\bdfadbb96802d6e95eaf1397c657c72b.jpg,embeddings_train_data\bottomwear\positive\aa08c828c8229623debea7b00e732583.jpg,embeddings_train_data\bottomwear\positive\34d73c9a902fe45c2dda34ce53dfe73f.jpg
embeddings_train_data\bottomwear\anchor\abbec2b62d712c950686bb1b1eb37a89.jpg,embeddings_train_data\bottomwear\positive\45a9501f7ac62f9ac1718db15dd12a6d.jpg,embeddings_train_data\bottomwear\positive\304baa55759c47b77122d3323759abe9.jpg
embeddings_train_data\bottomwear\anchor\da84873e890c6914310318fb00b341a9.jpg,embeddings_train_data\bottomwear\positive\16f0c62654bad2162edad8e62aafbfa4.jpg,embeddings_train_data\bottomwear\positive\694c790704101122d98b1fb3eda8a0ef.jpg
embeddings_train_data\bottomwear\anchor\ec6c0195aac4037e7a20fae8be566a05.jpg,embeddings_train_data\bottomwear\positive\ea1821c44c5920a8fff86f3af5c569f7.jpg,embeddings_train_data\bottomwear\positive\52165d9422d20b4bcdd8a2e1da711f77.jpg
embeddings_train_data\bottomwear\anchor\0ca386e0ccec9ecf17637d2df635f52a.jpg,embeddings_train_data\bottomwear\positive\a0af7158317ec78afdd92e694079151a.jpg,embeddings_train_data\bottomwear\positive\940f5662d4deafc5498253d1ebac6027.jpg
embeddings_train_data\bottomwear\anchor\ec68a5e4ae7197bf2484e6f2ca53672a.jpg,embeddings_train_data\bottomwear\positive\a0af7158317ec78afdd92e694079151a.jpg,embeddings_train_data\bottomwear\positive\46b4c74d4839076d8529266dca9ee4cb.jpg
embeddings_train_data\bottomwear\anchor\f2dbdf5757959af08286650d5edce4bf.jpg,embeddings_train_data\bottomwear\positive\f90011f5e4fac9c669d8a4471a909d35.jpg,embeddings_train_data\bottomwear\positive\5ff76121a47cd967e8a0063fb48f5297.jpg
embeddings_train_data\bottomwear\anchor\797dad83fbac2ae0b1eb4c07c79499c6.jpg,embeddings_train_data\bottomwear\positive\78cf6612da55a51407cf8ddbaa871157.jpg,embeddings_train_data\bottomwear\positive\02b361829b1917b5a5e00e3066b99411.jpg
embeddings_train_data\bottomwear\anchor\09e4fbc1414081a1b7c4015c10041dd3.jpg,embeddings_train_data\bottomwear\positive\829ef344965e47b152962c431006a048.jpg,embeddings_train_data\bottomwear\positive\21bb87401b1b7112165ee23e8e1e403f.jpg
embeddings_train_data\bottomwear\anchor\6369fedfb72bfe2bc568f43732d047b4.jpg,embeddings_train_data\bottomwear\positive\745d221c3c702aeca9f90d808a4c2f07.jpg,embeddings_train_data\bottomwear\positive\a234a9caca8476c671a3f138710c6fd0.jpg
embeddings_train_data\bottomwear\anchor\31c04f8fe9bbdaf67a62b837aaef29bd.jpg,embeddings_train_data\bottomwear\positive\c62b9937291f3dec67305ae27174677d.jpg,embeddings_train_data\bottomwear\positive\fdd2a914a7443f2e3e12f25e8369651a.jpg
embeddings_train_data\bottomwear\anchor\f3d1a23d1e7c2d9ec55a7e27d4263713.jpg,embeddings_train_data\bottomwear\positive\7e3c9fddef3253581f834c52d961bf9d.jpg,embeddings_train_data\bottomwear\positive\a38e26b0c871315d7526603193d9c876.jpg
embeddings_train_data\bottomwear\anchor\5cbecb1b1402c61627c80e22577ba0ee.jpg,embeddings_train_data\bottomwear\positive\47be80f19c87bd2cbf3fca9e269f2797.jpg,embeddings_train_data\bottomwear\positive\08ff3301214dd899eb49a822c120bafb.jpg
embeddings_train_data\bottomwear\anchor\ecaeec4868e1c903f69ac1e4672e7d22.jpg,embeddings_train_data\bottomwear\positive\35d9d3f78e0c6968ec9c7729bd433fb2.jpg,embeddings_train_data\bottomwear\positive\2795b0a029d383c4116512d16e874c10.jpg
embeddings_train_data\bottomwear\anchor\75ecfb10769e659b6ab3eece19a9c25e.jpg,embeddings_train_data\bottomwear\positive\6b8d5fd6982a7c26884126c461f0e399.jpg,embeddings_train_data\bottomwear\positive\e9a74a38dfccc571aa093c25108f7e20.jpg
embeddings_train_data\bottomwear\anchor\5dcab77ac8bc93c8ac96146454fbe0fa.jpg,embeddings_train_data\bottomwear\positive\0800bfd8cc068f6a6193ad9ee02f0018.jpg,embeddings_train_data\bottomwear\positive\c516a2003ffaa35d091a4e03645aa0e6.jpg
embeddings_train_data\bottomwear\anchor\67a2c02274b1bf02ace8b0794c3bdf28.jpg,embeddings_train_data\bottomwear\positive\12ab4495cd277904e2aebd4735678171.jpg,embeddings_train_data\bottomwear\positive\c59dee9103ef7495507e25ee856b6d86.jpg
embeddings_train_data\bottomwear\anchor\865da124871041b1091f2a532ee39f7d.jpg,embeddings_train_data\bottomwear\positive\41b35de82426e95f3ee9b28cbbf36793.jpg,embeddings_train_data\bottomwear\positive\76d424d33cffaeb7778c25ee1721b4e8.jpg
embeddings_train_data\bottomwear\anchor\c343f68867f0fb7cbc21e70bb4dce63e.jpg,embeddings_train_data\bottomwear\positive\65df5d92ebca6450a7350b766865ed14.jpg,embeddings_train_data\bottomwear\positive\d85078009b29ab5b34229d7439c0bdb9.jpg
embeddings_train_data\bottomwear\anchor\739c2cb4221ec82c35c0d5be4c20f156.jpg,embeddings_train_data\bottomwear\positive\ee86d0a0387ddd95cb2b2728663856ba.jpg,embeddings_train_data\bottomwear\positive\51a91f99cb3c218987dfce3c92ede773.jpg
embeddings_train_data\bottomwear\anchor\1ad97db649abdfac1a265bc25a20724e.jpg,embeddings_train_data\bottomwear\positive\ee910a6ad2b5e381a072a4826f7277a5.jpg,embeddings_train_data\bottomwear\positive\31985d1bd5dac850b841eae4bf7d89c0.jpg
embeddings_train_data\bottomwear\anchor\d0547929321accca1185978006d3c735.jpg,embeddings_train_data\bottomwear\positive\630ae68960d07d381d48ec93a610ebea.jpg,embeddings_train_data\bottomwear\positive\16418871f510252b10af3baa19df8a20.jpg
embeddings_train_data\bottomwear\anchor\3e044ac49be38eadec49f39c8497b913.jpg,embeddings_train_data\bottomwear\positive\fa23b11fe2155a669221b50a9e8e388d.jpg,embeddings_train_data\bottomwear\positive\0cb6b851d070bac1a36c258a13c090de.jpg
embeddings_train_data\bottomwear\anchor\7cbe7c255ed673ea2f93fe14cc1946eb.jpg,embeddings_train_data\bottomwear\positive\27252c2f76575fe2b6782dc820707acd.jpg,embeddings_train_data\bottomwear\positive\8294688551f0dc8cb71cb427e3e220fe.jpg
embeddings_train_data\bottomwear\anchor\18b5fd045363d0595fa5f9f0697185c2.jpg,embeddings_train_data\bottomwear\positive\fc96660e260e0a1c88404f1a41741b8e.jpg,embeddings_train_data\bottomwear\positive\27c3804f10959aa59189af9a6006e4d9.jpg
embeddings_train_data\bottomwear\anchor\9b5d7892e12eaa5071d123856affc0da.jpg,embeddings_train_data\bottomwear\positive\9fb5259d4727ad2d87a0b86f6f8efdb6.jpg,embeddings_train_data\bottomwear\positive\21c7c6dcedd8ee3f9d198d84ee7cca07.jpg
embeddings_train_data\bottomwear\anchor\63a5192df8d0cb3bb44faabce679357a.jpg,embeddings_train_data\bottomwear\positive\e594090309cff70b3fd92ed50f9bdf29.jpg,embeddings_train_data\bottomwear\positive\65d29f19eb6060909baa7b01fa19bf9c.jpg
embeddings_train_data\bottomwear\anchor\94d25013081f20b5ffddedf45324e6a6.jpg,embeddings_train_data\bottomwear\positive\b59653178db93e526ee084f40db59542.jpg,embeddings_train_data\bottomwear\positive\2bc0e12a175f5b91cebb5c8db3e7afa5.jpg
embeddings_train_data\bottomwear\anchor\15722d6a3d1210c61e409b02cfc42db8.jpg,embeddings_train_data\bottomwear\positive\4e8a8bb618f09f8325b6159380ed4a1d.jpg,embeddings_train_data\bottomwear\positive\379f8abdab6185244e7eab2eb813d007.jpg
embeddings_train_data\bottomwear\anchor\e13697685bc07ae89a671b88086f3981.jpg,embeddings_train_data\bottomwear\positive\42b298b48027a5aeb545e569cb2f3cb0.jpg,embeddings_train_data\bottomwear\positive\7924d3eed80039e8b6f0d72898c5d612.jpg
embeddings_train_data\bottomwear\anchor\92ef5c85b0b4950be24e5f41e4c530a2.jpg,embeddings_train_data\bottomwear\positive\66ced603da8ef31331389b295dc1b594.jpg,embeddings_train_data\bottomwear\positive\9c923a5f7b6ff7902ab30a111d844bea.jpg
embeddings_train_data\bottomwear\anchor\c4e05c1c49e380f373f1fdb119008464.jpg,embeddings_train_data\bottomwear\positive\085c55aa013291babaac0e5109faf599.jpg,embeddings_train_data\bottomwear\positive\c97a7eaa7952993b60981debd969cee1.jpg
embeddings_train_data\bottomwear\anchor\c3157644046d3557f7d3f94fa10573ef.jpg,embeddings_train_data\bottomwear\positive\0a6e090627ae35e81b55a84201810e06.jpg,embeddings_train_data\bottomwear\positive\f3639454ac6e56d92aa792d2a080321f.jpg
embeddings_train_data\bottomwear\anchor\88228dafe21c90b23948e0ee3e99f6f0.jpg,embeddings_train_data\bottomwear\positive\5221c964936b87451dacc4040afa8719.jpg,embeddings_train_data\bottomwear\positive\4345824661276f949e611f1c3a25e934.jpg
embeddings_train_data\bottomwear\anchor\cd5d1f758f4444f5a74f5a20a1e49ec9.jpg,embeddings_train_data\bottomwear\positive\e58908d8e6fd18910ef33430e1e1e12f.jpg,embeddings_train_data\bottomwear\positive\752d148e178c8cec10168806be93f121.jpg
embeddings_train_data\bottomwear\anchor\115cb491f619e16e12c9783f87011578.jpg,embeddings_train_data\bottomwear\positive\9fb11d981c95691ad6d3e69ef5e0473e.jpg,embeddings_train_data\bottomwear\positive\3cffabb7507a599720ff9157bdbbe8ad.jpg
embeddings_train_data\bottomwear\anchor\d660aa437a3b49872e708238790d4e6b.jpg,embeddings_train_data\bottomwear\positive\e80fbce4f0f0039a45b05788e6676ef2.jpg,embeddings_train_data\bottomwear\positive\3164e9d6af624f460606cffc117c6e3e.jpg
embeddings_train_data\bottomwear\anchor\7a6a85f7f82e40e015c0f2dd2364c0a3.jpg,embeddings_train_data\bottomwear\positive\bc297316b74beba31cba13f58fe6fddd.jpg,embeddings_train_data\bottomwear\positive\94266b2431be8336791bbc4726b4dd3e.jpg
embeddings_train_data\bottomwear\anchor\a84b5ebafb92ad2733712ed8c7899904.jpg,embeddings_train_data\bottomwear\positive\8e5896cc2365a438dc4820d899fbff4a.jpg,embeddings_train_data\bottomwear\positive\06ee4435f6762d47cb7c63c776ad700a.jpg
embeddings_train_data\bottomwear\anchor\306cafc6fdffefd3356cf514587cdba6.jpg,embeddings_train_data\bottomwear\positive\415ec07575acf4a317208960e32f9110.jpg,embeddings_train_data\bottomwear\positive\409644dbb0917e6dd10bbe91729abd57.jpg
embeddings_train_data\bottomwear\anchor\59cc43aadab922224474cd44dff0d8d5.jpg,embeddings_train_data\bottomwear\positive\ab0702ca19c2ccc8354dadf47e7d3232.jpg,embeddings_train_data\bottomwear\positive\56bd06824fc4f64508805b92eec349a8.jpg
embeddings_train_data\bottomwear\anchor\862a5c1ab74c6a138975137b87a2b58a.jpg,embeddings_train_data\bottomwear\positive\5351fcf42e03919460354ed263ffc4e0.jpg,embeddings_train_data\bottomwear\positive\31443e3434b56ba486ccf126d9b3918f.jpg
embeddings_train_data\bottomwear\anchor\4e588a95bb4dab6ec05fa66fdcfabd0b.jpg,embeddings_train_data\bottomwear\positive\1fd61015075a1be54a6819a5b68fcf5e.jpg,embeddings_train_data\bottomwear\positive\995d99426a9ad3d5da54cd419e489c6e.jpg
embeddings_train_data\bottomwear\anchor\74ffdb7ead80eb84177e6242d0d43a8c.jpg,embeddings_train_data\bottomwear\positive\c269100c9dd039dac551b6c036281b9b.jpg,embeddings_train_data\bottomwear\positive\e019ff28489d91efb3e64820e5554368.jpg
embeddings_train_data\bottomwear\anchor\7a467793def3f17a36fa45545f7b68de.jpg,embeddings_train_data\bottomwear\positive\954df4c649d8c36f899b12158ae5b23f.jpg,embeddings_train_data\bottomwear\positive\73d6cef232fe97d509965d382eaf09cd.jpg
embeddings_train_data\bottomwear\anchor\672e1e046e3e95453f9984a6b26464f7.jpg,embeddings_train_data\bottomwear\positive\a1fb51d428274dc30c537c12de21b494.jpg,embeddings_train_data\bottomwear\positive\c2f78b45cb1b96b8242818471eea8c8c.jpg
embeddings_train_data\bottomwear\anchor\f71d03dd159173906d965aaa6318a3d0.jpg,embeddings_train_data\bottomwear\positive\f0ca3301852842879c02ee6469e1d110.jpg,embeddings_train_data\bottomwear\positive\b13b635450f848f64282c844d901c8a9.jpg
embeddings_train_data\bottomwear\anchor\b03e8b4cc9ca641611ec28c0dea08ab5.jpg,embeddings_train_data\bottomwear\positive\6c6136c2ed94f3baaa5be1e2f6f5df68.jpg,embeddings_train_data\bottomwear\positive\5f140bca684b602f295c58c7feedcb3c.jpg
embeddings_train_data\bottomwear\anchor\7c181c24d6aa58384d2b7f719aa4803a.jpg,embeddings_train_data\bottomwear\positive\4951fe8cc002e7d2e11dc0eabc467397.jpg,embeddings_train_data\bottomwear\positive\b270ca73c868025006bd0cf29b46cd37.jpg
embeddings_train_data\bottomwear\anchor\02f0d3f6b1805d074973dd4d8d6f4067.jpg,embeddings_train_data\bottomwear\positive\acab72d8c3d47d51ddf277fbeea40a90.jpg,embeddings_train_data\bottomwear\positive\f002ee75415788b6480602ce677cf3ee.jpg
embeddings_train_data\bottomwear\anchor\c99b464445f3f86b626bd2ec4922dfcd.jpg,embeddings_train_data\bottomwear\positive\0f9dd734dad7a3b1f969897f0d40e362.jpg,embeddings_train_data\bottomwear\positive\006eb722b8d854394c40959677763011.jpg
embeddings_train_data\bottomwear\anchor\643f7deb52c5368706bc1ae38b26f32f.jpg,embeddings_train_data\bottomwear\positive\845aaac43e3d56619ebae04462df16ba.jpg,embeddings_train_data\bottomwear\positive\8068f51cd6b3112f56529e265efff1d5.jpg
embeddings_train_data\bottomwear\anchor\bb507b7354a47650cbec8d1ffa6e76e4.jpg,embeddings_train_data\bottomwear\positive\458baa3a501c82703b193e70ac79d923.jpg,embeddings_train_data\bottomwear\positive\548f6e860d75fd60a62d79bab3f8fe62.jpg
embeddings_train_data\bottomwear\anchor\10a9a4c4ee62b799c354f99e385ae786.jpg,embeddings_train_data\bottomwear\positive\04d0af429785ad803868f7a5c92cabe6.jpg,embeddings_train_data\bottomwear\positive\501c86fab67bd4db07e02f8bb863dbd3.jpg
embeddings_train_data\bottomwear\anchor\47d6e3c7e3fbfdb7f02499e2d0ce6188.jpg,embeddings_train_data\bottomwear\positive\84cf7fd5738400cd9045c38b6ac5c2c1.jpg,embeddings_train_data\bottomwear\positive\a1f27a961c577230d0cea68f6e59b36a.jpg
embeddings_train_data\bottomwear\anchor\fbfa2eead848326b8670583f13df79ca.jpg,embeddings_train_data\bottomwear\positive\2a62bf70058660b915e67a323096d8f1.jpg,embeddings_train_data\bottomwear\positive\52664eae84a72271b73017ea21092c06.jpg
embeddings_train_data\bottomwear\anchor\39d70de48b94118695fd40c38f610a41.jpg,embeddings_train_data\bottomwear\positive\24790add789c19f13c91eeac43e211d4.jpg,embeddings_train_data\bottomwear\positive\ec72114e6581f9d4432212aefd52527d.jpg
embeddings_train_data\bottomwear\anchor\13c2f9cf71bb0eb89cc71d11cd30e640.jpg,embeddings_train_data\bottomwear\positive\af9e9beb1e2ef2a908303c89a1f11285.jpg,embeddings_train_data\bottomwear\positive\393632cc325f9f7b472c91fc28dfdbe4.jpg
embeddings_train_data\bottomwear\anchor\590a913519c1fbc0db1f291d4900e39e.jpg,embeddings_train_data\bottomwear\positive\9595057936b26762013a080c20fbcb99.jpg,embeddings_train_data\bottomwear\positive\e680c8cecb511fb61e0215ac2a77b1a2.jpg
embeddings_train_data\bottomwear\anchor\92e69189f76d7b04d5a2eae698c37960.jpg,embeddings_train_data\bottomwear\positive\e708382d31c1b5bff2b2b5a37774c870.jpg,embeddings_train_data\bottomwear\positive\e680c8cecb511fb61e0215ac2a77b1a2.jpg
embeddings_train_data\bottomwear\anchor\7303267db02ee4ea1457d2ba784b041f.jpg,embeddings_train_data\bottomwear\positive\e5cf9d49326307f7c485945b9c71efcd.jpg,embeddings_train_data\bottomwear\positive\36777494a1e5f9b8d8d15cd8370d24b1.jpg
embeddings_train_data\bottomwear\anchor\04acd8c893a066c394f0680a58d3515e.jpg,embeddings_train_data\bottomwear\positive\35f12be2efd0ded2a10842dc8873a4ea.jpg,embeddings_train_data\bottomwear\positive\1495bc0e9e7f8952507af57a32f2f9bb.jpg
embeddings_train_data\bottomwear\anchor\269ef1c0290113a1bd925e556fcb7807.jpg,embeddings_train_data\bottomwear\positive\4dfa5fd9492f1b9f8b54bffe295b53bb.jpg,embeddings_train_data\bottomwear\positive\6b694d56fa2b56a66bf1b74e4400dea8.jpg
embeddings_train_data\bottomwear\anchor\f6ba142b5b28f45bf74bf7a0933debc8.jpg,embeddings_train_data\bottomwear\positive\731fb0b4ef984972d1a39a39ab028229.jpg,embeddings_train_data\bottomwear\positive\1e390b1bcb70301285096068ccb8b1ac.jpg
embeddings_train_data\bottomwear\anchor\5e5339ce7cc0242aa0f43949dcc446a8.jpg,embeddings_train_data\bottomwear\positive\383ba7a525461e670de49397f4ed16cb.jpg,embeddings_train_data\bottomwear\positive\9a3260438787ce9089de9dbb2331dae1.jpg
embeddings_train_data\bottomwear\anchor\80ceef493f9f4c55879acf5d31b0b751.jpg,embeddings_train_data\bottomwear\positive\697328297fd928c7bb76c08c2f72159b.jpg,embeddings_train_data\bottomwear\positive\d653fecc5702f22d20b0919c606c173c.jpg
embeddings_train_data\bottomwear\anchor\f0afd9db802c64b36267fbb6c395e4bc.jpg,embeddings_train_data\bottomwear\positive\813ac83ca35f3b4300e3c602c151afb6.jpg,embeddings_train_data\bottomwear\positive\ad2f93bd9ca20632a842e437288d8a9c.jpg
embeddings_train_data\bottomwear\anchor\3762a54a831d995124188ec6487b5d2c.jpg,embeddings_train_data\bottomwear\positive\f34da3e1c78759cb691d84d838db1956.jpg,embeddings_train_data\bottomwear\positive\667374e5a3baee4f38aa15fc8dde3af5.jpg
embeddings_train_data\bottomwear\anchor\a1634d1cd7c4b7894f1a8c776f80ee98.jpg,embeddings_train_data\bottomwear\positive\c758d6efde75a584d147051f4f4a238e.jpg,embeddings_train_data\bottomwear\positive\5cd74445ba553d1aea254fdfb30ab767.jpg
embeddings_train_data\bottomwear\anchor\7ad6c972083ad69b8f7184eac3c7ed06.jpg,embeddings_train_data\bottomwear\positive\32dbadc3b5ef5d812f746a7082f1574d.jpg,embeddings_train_data\bottomwear\positive\5b5b72b04d2466215ca4a12bb6d6c2c3.jpg
embeddings_train_data\bottomwear\anchor\fd141e7430a40ef024e1204f832d11c0.jpg,embeddings_train_data\bottomwear\positive\6fbbd7ad4403ab937e2549a6dda11dae.jpg,embeddings_train_data\bottomwear\positive\02877fede5e3b6ad7d8eba6dd5ef6ef3.jpg
embeddings_train_data\bottomwear\anchor\5b1dd9c26d80152b5e71641f96bac7f1.jpg,embeddings_train_data\bottomwear\positive\eb411c38edc44b00c5dccda00bd68101.jpg,embeddings_train_data\bottomwear\positive\063447e2a53a00accc82a1ea3a21506d.jpg
embeddings_train_data\bottomwear\anchor\4f8095299214ea2a7717659dd83fd8e4.jpg,embeddings_train_data\bottomwear\positive\f8a0abf204bef59e32f6160498bf6b4b.jpg,embeddings_train_data\bottomwear\positive\964e4f8ada0c4ffe4d6b69f72ad7f83b.jpg
