anchor,positive,negative
embeddings_train_data\topwear\anchor\98a9f5f29baf7f7014f5b82b4aaa96ee.jpg,embeddings_train_data\topwear\positive\019770038b09fefe63d5899551a63ef8.jpg,embeddings_train_data\topwear\positive\b344b64b32ecd320d59d05dda742b60c.jpg
embeddings_train_data\topwear\anchor\2b60996babbdad2b40a502e7fc9a4bb7.jpg,embeddings_train_data\topwear\positive\02ca3aa44fd1b87db0e32076fbfca455.jpg,embeddings_train_data\topwear\positive\d7ae34168f188d0e95f18e1bbd169c18.jpg
embeddings_train_data\topwear\anchor\8e8132ffc78b4fca3daf0762858f95fd.jpg,embeddings_train_data\topwear\positive\9324b28a8316718f1097b75157dad9c6.jpg,embeddings_train_data\topwear\positive\0a62c6d6e7dbebd7fa113fd452dfd917.jpg
embeddings_train_data\topwear\anchor\7f6f6f556fbca894491ab104803168d9.jpg,embeddings_train_data\topwear\positive\bf3e1ed7e161b87d4f0d436c49b23d35.jpg,embeddings_train_data\topwear\positive\9ad6d269f366e0573c3e878ba5d4935b.jpg
embeddings_train_data\topwear\anchor\40163e376ef3c4cdae2372249e71aaa8.jpg,embeddings_train_data\topwear\positive\fc1b707692fb87c8df04f5d147fd0886.jpg,embeddings_train_data\topwear\positive\738b10285d6f34f30a18759b9849dc03.jpg
embeddings_train_data\topwear\anchor\8af2800d017b270c0817ca405f3e14fc.jpg,embeddings_train_data\topwear\positive\4942f633825ca234fd1113a416736314.jpg,embeddings_train_data\topwear\positive\b21fd2dea63177558e8fb7254b55d0fc.jpg
embeddings_train_data\topwear\anchor\4b039b1b83e63c1d211aeb27d181c073.jpg,embeddings_train_data\topwear\positive\cd0d921407cbd7a2e27e05b879b3dadf.jpg,embeddings_train_data\topwear\positive\a3a84d953888a6b2b75ffff8dc841cd6.jpg
embeddings_train_data\topwear\anchor\3b734c39f507544225468ab1e6b961bc.jpg,embeddings_train_data\topwear\positive\a901d5832173ab9abfe6e85c805d8699.jpg,embeddings_train_data\topwear\positive\7d0d297aa92e423101be46ef276b72fa.jpg
embeddings_train_data\topwear\anchor\6c7548e6fa1958400df0b75d33a0329a.jpg,embeddings_train_data\topwear\positive\be7a1a8975cc96b006889ef9f9220edf.jpg,embeddings_train_data\topwear\positive\41017ad5e9164f0966e1160cdf676269.jpg
embeddings_train_data\topwear\anchor\37675b28666e1ee022ddc6cc573a56ce.jpg,embeddings_train_data\topwear\positive\31cf05c8df2791070cd1cd031eb8de39.jpg,embeddings_train_data\topwear\positive\6fa9f435408356d88301dd7a6198e38e.jpg
embeddings_train_data\topwear\anchor\98ee88b711f68f796acd074479b27160.jpg,embeddings_train_data\topwear\positive\42e75eb20ca08062b4892cc41b24b143.jpg,embeddings_train_data\topwear\positive\8938b3bd2f8625fe3f40a51571bfa239.jpg
embeddings_train_data\topwear\anchor\80e8f0775806569a5b27b64e0be052f6.jpg,embeddings_train_data\topwear\positive\a75e4ce2f7c2fd8b41f8bdbdbad20776.jpg,embeddings_train_data\topwear\positive\5b3698a780d143a719d6532223857720.jpg
embeddings_train_data\topwear\anchor\41f8fdc97a51bda57a2532848885d6b3.jpg,embeddings_train_data\topwear\positive\ae6d41861f43d9e44f86342a88e0827c.jpg,embeddings_train_data\topwear\positive\7208082090fd5124135f945c9266cb51.jpg
embeddings_train_data\topwear\anchor\791778b36f9841589afdcf804fdd25d3.jpg,embeddings_train_data\topwear\positive\3de5d7803c30291ebc32c1d9036c7e84.jpg,embeddings_train_data\topwear\positive\f41e0656a05c0eb9fd33af81e1df89f6.jpg
embeddings_train_data\topwear\anchor\90d724572851cc8ee3dd94a291a5742b.jpg,embeddings_train_data\topwear\positive\663231f80a851923ce9fb9683d9d0889.jpg,embeddings_train_data\topwear\positive\10f9fbcaa60539a177534ff964e4736f.jpg
embeddings_train_data\topwear\anchor\e5d41f45104eacd6968608ece462dca7.jpg,embeddings_train_data\topwear\positive\655d105335145fd8a5f296efbc7d2f58.jpg,embeddings_train_data\topwear\positive\4c5c70aad3fe9530db82cfac6b0c204f.jpg
embeddings_train_data\topwear\anchor\f002b8d29c94ffd29b439bd60664d76e.jpg,embeddings_train_data\topwear\positive\5b183df9a3de5b8f14eef1c9fafb57e6.jpg,embeddings_train_data\topwear\positive\10f9fbcaa60539a177534ff964e4736f.jpg
embeddings_train_data\topwear\anchor\f3de926e13c1589e21387f47c884219b.jpg,embeddings_train_data\topwear\positive\01668599f9699444d4ab9b3bda3ed0c1.jpg,embeddings_train_data\topwear\positive\aff342d927396cfbc4924abfb5d002e7.jpg
embeddings_train_data\topwear\anchor\79b286e6660ab8afeca6059d3c36f1d7.jpg,embeddings_train_data\topwear\positive\39c11cc70cd2053fb2ddd292c29af77b.jpg,embeddings_train_data\topwear\positive\b2db6822935e3b40fa38a11869db39a8.jpg
embeddings_train_data\topwear\anchor\62c6db286040660ec9ea16dd2511037b.jpg,embeddings_train_data\topwear\positive\16d6c093d2696f736f71fc7ee3c19c54.jpg,embeddings_train_data\topwear\positive\0fdb73d724f4ff81089eb5a617c27d55.jpg
embeddings_train_data\topwear\anchor\abd7df4d7a5c6c304a5b636dc6308aa5.jpg,embeddings_train_data\topwear\positive\64bb4006fb3093900ee7fc8978026267.jpg,embeddings_train_data\topwear\positive\2aefb84c162c5d2307472a80e9931287.jpg
embeddings_train_data\topwear\anchor\110566169638ee4e81af002f3727dcd5.jpg,embeddings_train_data\topwear\positive\5873dd3ea5da0a4627ffca999dea2e52.jpg,embeddings_train_data\topwear\positive\03bcfc7df497134da1ae29ff1482b85c.jpg
embeddings_train_data\topwear\anchor\16808f960d613a74212a82792bd2d9cb.jpg,embeddings_train_data\topwear\positive\28e37eddfacf883444063119f3cfd680.jpg,embeddings_train_data\topwear\positive\c292fa6b44e4f18a29fd7af7a862a880.jpg
embeddings_train_data\topwear\anchor\ad98a9705d18f7696ac7044ec15fb3b0.jpg,embeddings_train_data\topwear\positive\838bd71da456dc2041c506b88304d08e.jpg,embeddings_train_data\topwear\positive\bfb80927fbd886cbeb7bcb5b6a1f0251.jpg
embeddings_train_data\topwear\anchor\f052c0e4a39064f21c5058f2bf8fc5a9.jpg,embeddings_train_data\topwear\positive\5356ea39dbe7bcdd4754a404802ae089.jpg,embeddings_train_data\topwear\positive\1f90585c6905c634de83327574eb2646.jpg
embeddings_train_data\topwear\anchor\c20d4499606958150516c1313644227e.jpg,embeddings_train_data\topwear\positive\f6ed93af0af73dd39b297b4a2502e179.jpg,embeddings_train_data\topwear\positive\ff6b3342043888b0d77ff1cbe2b719db.jpg
embeddings_train_data\topwear\anchor\4f40a79cb815b8205926247fe625eb13.jpg,embeddings_train_data\topwear\positive\3320ae4d75b508f932fec4bb97b99c1e.jpg,embeddings_train_data\topwear\positive\b86c149f21216e37534f25d113d46a18.jpg
embeddings_train_data\topwear\anchor\45543acb1077a68fdeb912a2ad96cb8b.jpg,embeddings_train_data\topwear\positive\823068c5f5143c8f3791a8c1c8d29d2a.jpg,embeddings_train_data\topwear\positive\0cecc97d1e65aae09762a72b76807b80.jpg
embeddings_train_data\topwear\anchor\ce182f5d276e3868f5fdcebcf082ff18.jpg,embeddings_train_data\topwear\positive\fcee25ca9f61801ee1c07617f96023e7.jpg,embeddings_train_data\topwear\positive\e7d70ce42ca57182c097ebd64f7ba91f.jpg
embeddings_train_data\topwear\anchor\2b20aec3d83c89bc84c06a92cd91c51d.jpg,embeddings_train_data\topwear\positive\25030fb16cabd3520790591ecd7545b1.jpg,embeddings_train_data\topwear\positive\3e1141facfd1ae03b608c0382d8d3be3.jpg
embeddings_train_data\topwear\anchor\c15625fb60ba3a236f4ae536d26b74b6.jpg,embeddings_train_data\topwear\positive\2ac2a553194f9cb95432982e4c6b600f.jpg,embeddings_train_data\topwear\positive\83616713593d1da766b592679bf83977.jpg
embeddings_train_data\topwear\anchor\07852cf976b6f0b816b06c6f7d744c39.jpg,embeddings_train_data\topwear\positive\624f99076138407736b6997ba17345c2.jpg,embeddings_train_data\topwear\positive\f5ecd5d0b373bd096020a94375a67fb3.jpg
embeddings_train_data\topwear\anchor\daeb6e4355b67fbd91c4c7218fdfe37e.jpg,embeddings_train_data\topwear\positive\e3189352feac272d652e8ef7ac295b6c.jpg,embeddings_train_data\topwear\positive\f1ae7589f7c8d56cd1128c6daad9a0e0.jpg
embeddings_train_data\topwear\anchor\ea9bc4154b7eee06876c21f3c30b92cd.jpg,embeddings_train_data\topwear\positive\8a703397c35cdc278c64b40c48418ff5.jpg,embeddings_train_data\topwear\positive\a37b4a439cd7f808bb2d0d2667fe1dcb.jpg
embeddings_train_data\topwear\anchor\73192f3134730bf0feb4c373c4a05876.jpg,embeddings_train_data\topwear\positive\fc367c0d668b07c62509b41868d45367.jpg,embeddings_train_data\topwear\positive\b0ff62020ee9dab65224b05578eb79d9.jpg
embeddings_train_data\topwear\anchor\5b9919c29e7fc3e6cf2fb607eecbb605.jpg,embeddings_train_data\topwear\positive\bb012736769bf4c061aa8a272ffb40ac.jpg,embeddings_train_data\topwear\positive\1613a5f4b14f28997708f11115b1236e.jpg
embeddings_train_data\topwear\anchor\8afb46edf0381bb0b8fc9787cce28f53.jpg,embeddings_train_data\topwear\positive\3b4abe64aded31c99fa488d9caa26fe7.jpg,embeddings_train_data\topwear\positive\5936d2c4aafc62fbbdad35085cfef39c.jpg
embeddings_train_data\topwear\anchor\fe818687c22a1c3c91162d15c487f4c6.jpg,embeddings_train_data\topwear\positive\16e2ac195d93b91fc7d7902c14645db4.jpg,embeddings_train_data\topwear\positive\3dfabb0c52dcdbf43c3ee0657d67ce7d.jpg
embeddings_train_data\topwear\anchor\8c9342e5ccd72353dd607d80cb78e63f.jpg,embeddings_train_data\topwear\positive\2b64ff5feff9fbd356086c30c646fb11.jpg,embeddings_train_data\topwear\positive\7327bafc5c2c53c130217be0efc7d4ac.jpg
embeddings_train_data\topwear\anchor\f7f303a59212a7c6a5c92b1b895a60db.jpg,embeddings_train_data\topwear\positive\8cb3d8e7630f50ea1e7f0aad0f883e56.jpg,embeddings_train_data\topwear\positive\34483e9edf41829710670b36c706fe14.jpg
embeddings_train_data\topwear\anchor\4822bf895853a168bc3d14f04689db12.jpg,embeddings_train_data\topwear\positive\a6b025a9ad6855831708d6866083a345.jpg,embeddings_train_data\topwear\positive\126b413f670caf57e1330402b9c889d8.jpg
embeddings_train_data\topwear\anchor\160b4936d97d8627f19debb89dd0acac.jpg,embeddings_train_data\topwear\positive\90fe400e9259d6fc7e0fe8fa5a204e20.jpg,embeddings_train_data\topwear\positive\5510731da9a9da0c2ce50b8e6df5e086.jpg
embeddings_train_data\topwear\anchor\eca4e29028e587dccf509e1644ac85af.jpg,embeddings_train_data\topwear\positive\2e8b2e58bd9b613f56c07944ea9c86db.jpg,embeddings_train_data\topwear\positive\68954eadba84bf2a3c962ef0526d9260.jpg
embeddings_train_data\topwear\anchor\84f74efeb37fb4d5150ff938ed03d6ed.jpg,embeddings_train_data\topwear\positive\651e38ee830a9d68bf0390a37501464e.jpg,embeddings_train_data\topwear\positive\6ff2ae58f588238554a0481afef66209.jpg
embeddings_train_data\topwear\anchor\9fa67369b2eb033935b30bcb75eb6a0a.jpg,embeddings_train_data\topwear\positive\1fd00967c9051d882749404d05620d4b.jpg,embeddings_train_data\topwear\positive\7c519bb99494846a2a1aaad45339f6d2.jpg
embeddings_train_data\topwear\anchor\43cff8df60f74daf4c7f9c7f5d0fdace.jpg,embeddings_train_data\topwear\positive\1c25f3f2f739cc2b2dcf15020c7bf102.jpg,embeddings_train_data\topwear\positive\eb11ce1ea9e99137194538bb7db14647.jpg
embeddings_train_data\topwear\anchor\840afc68f309b060b1fc0be7b80c2b75.jpg,embeddings_train_data\topwear\positive\c5b400704fc27fc23f2a336357f3b8c3.jpg,embeddings_train_data\topwear\positive\7ec40e8e678d063998df39706fe4272c.jpg
embeddings_train_data\topwear\anchor\1dd3810d3e9158bdfae85f02b7b20374.jpg,embeddings_train_data\topwear\positive\71e2c79073de183bfbc354e71837a8da.jpg,embeddings_train_data\topwear\positive\b95a1958c36d41ae9d2ff5d9cdd963c1.jpg
embeddings_train_data\topwear\anchor\b32cd8f972ea5b87a3bf5f18b11effae.jpg,embeddings_train_data\topwear\positive\065b0c33a0d77fd884310499cfd98837.jpg,embeddings_train_data\topwear\positive\e5db25ff08783ae53f38228a9799a1f3.jpg
embeddings_train_data\topwear\anchor\2db01194e98511b47125f80993b2fa80.jpg,embeddings_train_data\topwear\positive\db12d22427df72b10f9409c748c606fa.jpg,embeddings_train_data\topwear\positive\2b0cf19be1fb55ea02ba2cfbd37b653b.jpg
embeddings_train_data\topwear\anchor\67655f05d5561aa8f169037ef68b3b3d.jpg,embeddings_train_data\topwear\positive\32d7a5a40fcdb483c582d08ca77f587d.jpg,embeddings_train_data\topwear\positive\396f80288295ed976e22f34c5f90ac4d.jpg
embeddings_train_data\topwear\anchor\46fa702cf371129db47383bd26467d26.jpg,embeddings_train_data\topwear\positive\a4b26ff65a87c9d6386a1015acd2a595.jpg,embeddings_train_data\topwear\positive\f9c895bc14e243da890a2447564eca80.jpg
embeddings_train_data\topwear\anchor\51edbc8347b4c23f2595d3dd4cbd2b09.jpg,embeddings_train_data\topwear\positive\c0822b5a9c2830d28bd69f6979eb1f06.jpg,embeddings_train_data\topwear\positive\c0b28e3d9fea29bd3bfc2b73214e8a3a.jpg
embeddings_train_data\topwear\anchor\ff605740bd0c1085f7616f22edd05802.jpg,embeddings_train_data\topwear\positive\7461ba16a16554c8cff7c829fd0e2fa4.jpg,embeddings_train_data\topwear\positive\ad3e0fff5672cd506459217aed8c87fb.jpg
embeddings_train_data\topwear\anchor\4d274593f732f173d0a15905d92ee750.jpg,embeddings_train_data\topwear\positive\aa3c7d34f8478dd201b7e9499b6b1180.jpg,embeddings_train_data\topwear\positive\b21fd2dea63177558e8fb7254b55d0fc.jpg
embeddings_train_data\topwear\anchor\a5d7f50cbddf981fb254a44506df1091.jpg,embeddings_train_data\topwear\positive\13374be0b950286ef875c032d6b98a95.jpg,embeddings_train_data\topwear\positive\2d568af6caeccf290e6b854d9055bab9.jpg
embeddings_train_data\topwear\anchor\408e4e7afd546e91ca81cfad71661a11.jpg,embeddings_train_data\topwear\positive\f279bfba270c057598402753c3dff10d.jpg,embeddings_train_data\topwear\positive\d0f883fcdb32d7a3ae029545a3a50842.jpg
embeddings_train_data\topwear\anchor\7accd47f9afcf6748de698cf81949485.jpg,embeddings_train_data\topwear\positive\250ea7769dd2862a590557ea90519479.jpg,embeddings_train_data\topwear\positive\fe63a3cf32456be04223e76658bca5b3.jpg
embeddings_train_data\topwear\anchor\19ccfc37c1e67e2fa66411501879d44e.jpg,embeddings_train_data\topwear\positive\b5ce482243f07c04ad8c995e3d545692.jpg,embeddings_train_data\topwear\positive\c569f9f2cb07262815727d93cabb2ead.jpg
embeddings_train_data\topwear\anchor\431a1803ada48b33efc28add5ab0115d.jpg,embeddings_train_data\topwear\positive\34483e9edf41829710670b36c706fe14.jpg,embeddings_train_data\topwear\positive\4455b5d7cdeaabbdcd4744ec505c0b03.jpg
embeddings_train_data\topwear\anchor\98c3291a2870bc1e135bd05b87afdc37.jpg,embeddings_train_data\topwear\positive\0239183b87641404a330207e3966ad81.jpg,embeddings_train_data\topwear\positive\2e197b5a90aa5ee569a0b47c90e7d65a.jpg
embeddings_train_data\topwear\anchor\6da2a89ed5d86b25ee2ec183bd8ce7e0.jpg,embeddings_train_data\topwear\positive\6e848074816d8504b6af850666e2e40c.jpg,embeddings_train_data\topwear\positive\3b2c802ed65a8c81ec7e2534d0869a01.jpg
embeddings_train_data\topwear\anchor\711891b89d8796baccf604e726c0b520.jpg,embeddings_train_data\topwear\positive\dc8af27f5e6346eae2d9947ff0c67a3c.jpg,embeddings_train_data\topwear\positive\c64fec345c152fccf1a3e082fe99acba.jpg
embeddings_train_data\topwear\anchor\a5d7f50cbddf981fb254a44506df1091.jpg,embeddings_train_data\topwear\positive\b0bea58f2b2cff3a5513f1502a750bc7.jpg,embeddings_train_data\topwear\positive\cab06302981112d0c4b9f84821adbb57.jpg
embeddings_train_data\topwear\anchor\518194b39e6e7ee1e0dc6e03442a5767.jpg,embeddings_train_data\topwear\positive\ae6d41861f43d9e44f86342a88e0827c.jpg,embeddings_train_data\topwear\positive\af6e05308f4876231aa98b1b729f29c5.jpg
embeddings_train_data\topwear\anchor\90cc270eee315e6965f27df30db48ec5.jpg,embeddings_train_data\topwear\positive\186f4650b607078a074e5e6598e8419c.jpg,embeddings_train_data\topwear\positive\38c066b83ded2bfa71666fe287da48d8.jpg
embeddings_train_data\topwear\anchor\a269f7b3ca71e7abf935b3b390b3fc31.jpg,embeddings_train_data\topwear\positive\28d3e1379741427be0a72bc2f2567be3.jpg,embeddings_train_data\topwear\positive\8ded230581649df9c98ae1088d25096e.jpg
embeddings_train_data\topwear\anchor\21553f5a973e4acf5da75bd966928d12.jpg,embeddings_train_data\topwear\positive\b08b9ae7b97610d00bde328c7efbc33e.jpg,embeddings_train_data\topwear\positive\06ba25501b2797cd72e1183560a4be11.jpg
embeddings_train_data\topwear\anchor\d518833b1cd5718310a96050ba4f3a91.jpg,embeddings_train_data\topwear\positive\c0822b5a9c2830d28bd69f6979eb1f06.jpg,embeddings_train_data\topwear\positive\21a8bdd5bd17735054a66d4c598a0351.jpg
embeddings_train_data\topwear\anchor\e251be60024247981999ba5a38b53894.jpg,embeddings_train_data\topwear\positive\4defc44a16eaa0bef2f3098cca19c2e9.jpg,embeddings_train_data\topwear\positive\8c5f9eea5b0e43487a86c77d6aac9f6d.jpg
embeddings_train_data\topwear\anchor\e47d5d57c1e6152b8e0b8c853b3bcbf1.jpg,embeddings_train_data\topwear\positive\c07f6d4b54cea08019ff022b3ee775dd.jpg,embeddings_train_data\topwear\positive\ac83882272ac1309e380a3bddd6b150f.jpg
embeddings_train_data\topwear\anchor\4061267041e8d32d7012a31bdf14bd75.jpg,embeddings_train_data\topwear\positive\141521c45f4ab119475e4008504a0065.jpg,embeddings_train_data\topwear\positive\abc6004ccc4eaa58bc0a587dce03658c.jpg
embeddings_train_data\topwear\anchor\1920ffe1535e30ed41d7bc0b38559bc4.jpg,embeddings_train_data\topwear\positive\87d78338022dfe4d76f444950b5c2c39.jpg,embeddings_train_data\topwear\positive\039558952ba12a9d4019c529906872dc.jpg
embeddings_train_data\topwear\anchor\ef8691a5b059e739808e846c54c67b01.jpg,embeddings_train_data\topwear\positive\1f2a0be35ba9bfc4d175e5e18304c82e.jpg,embeddings_train_data\topwear\positive\79aef172dfd77bf93014a04b0de4b729.jpg
embeddings_train_data\topwear\anchor\d032076de3fa9d9fd210d2b296ed5587.jpg,embeddings_train_data\topwear\positive\7e279a2b40e6ba8db75304440fbd1544.jpg,embeddings_train_data\topwear\positive\c9c81179ca3360e65c6f41fb9b15e9ae.jpg
embeddings_train_data\topwear\anchor\a507c485fd9589b631ebb8f92029a1bf.jpg,embeddings_train_data\topwear\positive\ba4ec56b1318bc3f1b3f1434123e77cc.jpg,embeddings_train_data\topwear\positive\10a710d39fc4cbc957a147ea47180855.jpg
embeddings_train_data\topwear\anchor\bbd840183cd443494e9a68bd02994b3f.jpg,embeddings_train_data\topwear\positive\2ae8bb70af6754129aeee8705c1b4e30.jpg,embeddings_train_data\topwear\positive\5baeefcfb72af9d237375b370530f638.jpg
embeddings_train_data\topwear\anchor\a269f7b3ca71e7abf935b3b390b3fc31.jpg,embeddings_train_data\topwear\positive\cfe34ccc109dbc37a0e0359e2e6d4205.jpg,embeddings_train_data\topwear\positive\235924f22e1e96d020b1ff09ee44b55e.jpg
embeddings_train_data\topwear\anchor\07f121471400467479b429fb5f53e66a.jpg,embeddings_train_data\topwear\positive\bae55323ed63346a02ae7c48fb7bd29a.jpg,embeddings_train_data\topwear\positive\700a9d99c20d36803741a7a9d0b54ec7.jpg
embeddings_train_data\topwear\anchor\4e2b81ed96c0f78c3eff61a3564cefb6.jpg,embeddings_train_data\topwear\positive\1274e210d6001b78054ac5b3dba86dea.jpg,embeddings_train_data\topwear\positive\cf34c0edcc4ea679b2e58012667724db.jpg
embeddings_train_data\topwear\anchor\babf5921af1de2e8a292be963b0f5378.jpg,embeddings_train_data\topwear\positive\15cf3600a52acd37e504e4cdb2d5804f.jpg,embeddings_train_data\topwear\positive\b740f8ee991e8919bf417cbcfb1ae425.jpg
embeddings_train_data\topwear\anchor\5f8d89ba87b687098829f23b4936376c.jpg,embeddings_train_data\topwear\positive\ee9a1130cedc77fb715608240b082da1.jpg,embeddings_train_data\topwear\positive\8a040c179d4bd03c0b0d82ceef36dcc1.jpg
embeddings_train_data\topwear\anchor\9a613e77e531380cd523c89809fb3e61.jpg,embeddings_train_data\topwear\positive\ea97bb21fa21e78fd38cf23d2967fc4d.jpg,embeddings_train_data\topwear\positive\651e38ee830a9d68bf0390a37501464e.jpg
embeddings_train_data\topwear\anchor\0fed2b9ab0fa5442407ddc6e59b5335e.jpg,embeddings_train_data\topwear\positive\fe333d012c1dc9319d5eb4c7e71f0dae.jpg,embeddings_train_data\topwear\positive\80966fadd64573c05140445f7ea9fa27.jpg
embeddings_train_data\topwear\anchor\d639448487851d56d8785769ff72e377.jpg,embeddings_train_data\topwear\positive\c83ae1ec722f7c844242d133e95b8540.jpg,embeddings_train_data\topwear\positive\d04ec34b15f9b5431845bde88ecb1538.jpg
embeddings_train_data\topwear\anchor\fbc026376cbab28276f41f175a1698d4.jpg,embeddings_train_data\topwear\positive\93ec092cd73646a2952a6b9b5fb8a406.jpg,embeddings_train_data\topwear\positive\64b6d012b1b7f9cb22f0642ea72df88a.jpg
embeddings_train_data\topwear\anchor\37598b12a5c54988c29f3c7fd2da8c2d.jpg,embeddings_train_data\topwear\positive\74dfb2b4b20b44c98c0d45719f473b06.jpg,embeddings_train_data\topwear\positive\29108bf34729b164a04d015bb6a22389.jpg
embeddings_train_data\topwear\anchor\b2cbab7d7686482cd1e1198fdbce1032.jpg,embeddings_train_data\topwear\positive\c29c51bcae41605d039958ac73c82da1.jpg,embeddings_train_data\topwear\positive\beeae2a7e66a2ea10595f079de9dcac1.jpg
embeddings_train_data\topwear\anchor\a9071bd1680eb5f5c431bde11995bcf7.jpg,embeddings_train_data\topwear\positive\a212523d3c924b5bc2c5d736c21c4b0c.jpg,embeddings_train_data\topwear\positive\cfe34ccc109dbc37a0e0359e2e6d4205.jpg
embeddings_train_data\topwear\anchor\edfc1789584b37f716282f1405264160.jpg,embeddings_train_data\topwear\positive\176a58617647107a46bff0d9887a4f4b.jpg,embeddings_train_data\topwear\positive\cd1fb2b0d08273351c5f69d3379f34d6.jpg
embeddings_train_data\topwear\anchor\63701a22e958ab66810b0e37afb1f5f1.jpg,embeddings_train_data\topwear\positive\adc51a23b7a6bfce091c56b5baf41563.jpg,embeddings_train_data\topwear\positive\c7206204b2309b5a6585effcd0e5fb00.jpg
embeddings_train_data\topwear\anchor\43cff8df60f74daf4c7f9c7f5d0fdace.jpg,embeddings_train_data\topwear\positive\2424568c8451534edc86dc5c45b48f0c.jpg,embeddings_train_data\topwear\positive\6b509f13eb497e066024b2ec451e10b6.jpg
embeddings_train_data\topwear\anchor\4b94279c7f22bfc3019fe43ba72ef16c.jpg,embeddings_train_data\topwear\positive\49c755d2ad934bbd4f143e39d255f6c8.jpg,embeddings_train_data\topwear\positive\c569f9f2cb07262815727d93cabb2ead.jpg
embeddings_train_data\topwear\anchor\70585f42a8a3416176b6fd6b5ad43925.jpg,embeddings_train_data\topwear\positive\c8de85631a38dcf9f68980b427053e7a.jpg,embeddings_train_data\topwear\positive\672a7e1b78033e4d3407c95509def942.jpg
embeddings_train_data\topwear\anchor\037372defce303817c774aeb5da4a44a.jpg,embeddings_train_data\topwear\positive\14ebb3a0382de66e0a126d39078fdc26.jpg,embeddings_train_data\topwear\positive\56a8de303c996b60690dc0aa9281ba05.jpg
embeddings_train_data\topwear\anchor\e0627a4e7e84bdc8145316f7f655da51.jpg,embeddings_train_data\topwear\positive\fca14641a912499330a05a0cad25ab40.jpg,embeddings_train_data\topwear\positive\e42c192b7af4472ea5f4b674d475c05e.jpg
embeddings_train_data\topwear\anchor\b7c16195a41b29dcbfb9a45025d0f4a4.jpg,embeddings_train_data\topwear\positive\b33ccb6869be670d7ac6a5bf0d3a26e9.jpg,embeddings_train_data\topwear\positive\98f1a45f3a941ce67a7b3a1a6d0bfff9.jpg
embeddings_train_data\topwear\anchor\1d7f94a07a640e234b93f3c5bdd1a1c1.jpg,embeddings_train_data\topwear\positive\f989eccfb8fa952f058125c7e34ef696.jpg,embeddings_train_data\topwear\positive\3e10831136aacbf0d69ee76de751cc74.jpg
embeddings_train_data\topwear\anchor\b18995534d96193d052863c9a31f413e.jpg,embeddings_train_data\topwear\positive\1157c9fd55817ad1125715dfb9160152.jpg,embeddings_train_data\topwear\positive\f2f8e07031c029b03f1e64f5b3f51e8b.jpg
embeddings_train_data\topwear\anchor\8c9342e5ccd72353dd607d80cb78e63f.jpg,embeddings_train_data\topwear\positive\9db3c87eed377c50f3ec0002bef643d0.jpg,embeddings_train_data\topwear\positive\186e7982e7f32573b3c21bc1fa810264.jpg
embeddings_train_data\topwear\anchor\7b2c5fe70a9a49b25721c28640041b2c.jpg,embeddings_train_data\topwear\positive\81700992b0362fc3b8ea6c4cb3e29998.jpg,embeddings_train_data\topwear\positive\189d15af5cc1cfdff6553b053d41a784.jpg
embeddings_train_data\topwear\anchor\472bfca6eb30fdad334449732527ce21.jpg,embeddings_train_data\topwear\positive\c0822b5a9c2830d28bd69f6979eb1f06.jpg,embeddings_train_data\topwear\positive\958aab0db3ed7c87fa12126edb497afc.jpg
embeddings_train_data\topwear\anchor\742c3e615f460977e1146b861eb1d540.jpg,embeddings_train_data\topwear\positive\f68ec24efbea7e3ba5add917cbb41867.jpg,embeddings_train_data\topwear\positive\0aeb57b8a8254a9da561111b7b154c3a.jpg
embeddings_train_data\topwear\anchor\9cf84a96d51f4a2d2b19428fe0d02760.jpg,embeddings_train_data\topwear\positive\be7867eb518be0a3416ed5d9160cdf04.jpg,embeddings_train_data\topwear\positive\d2227ba6cbfd2df6faddcec1aca47938.jpg
embeddings_train_data\topwear\anchor\14ff310f429fa00b1682c8c58b785ccd.jpg,embeddings_train_data\topwear\positive\41b903aaf30249d9833acb8383903ab9.jpg,embeddings_train_data\topwear\positive\255cb053a9345728ba1fc1c9d8cf498c.jpg
embeddings_train_data\topwear\anchor\3011d495ef0d268945d0222278b2df7e.jpg,embeddings_train_data\topwear\positive\02421a933350b9b30867b22865b1f5f0.jpg,embeddings_train_data\topwear\positive\2ae97560d098d26b246f766509b9a226.jpg
embeddings_train_data\topwear\anchor\ec3fa65a393fe04beff7c39abb03cf9b.jpg,embeddings_train_data\topwear\positive\ba5282877e4d0bbfc17ee6c89411688b.jpg,embeddings_train_data\topwear\positive\cca4ee708a6559795a56b73cad94001a.jpg
embeddings_train_data\topwear\anchor\96e5bfa944bd643816bc4bdaef1e10aa.jpg,embeddings_train_data\topwear\positive\1cf304497f4eb4252b145651de1c530b.jpg,embeddings_train_data\topwear\positive\0f522d78445478889c0c30a4b8f9b05e.jpg
embeddings_train_data\topwear\anchor\aba2bb1f1029745698d66827cf71e112.jpg,embeddings_train_data\topwear\positive\3d17cac460810ae1d519f740e7eb1eaa.jpg,embeddings_train_data\topwear\positive\45ccedbad3c0f27738166e39e8af1e84.jpg
embeddings_train_data\topwear\anchor\b07f3a981c74d3dd9ac2327254f66094.jpg,embeddings_train_data\topwear\positive\4694dd224e23bb4c7bb657e065632937.jpg,embeddings_train_data\topwear\positive\f1402b1f6551fdd82888652c129a6f65.jpg
